item,kind,defining_package,defining_module,visibility,public_path,compilation_cells,execution_models,resource_profiles,capability_roles,requirements,current_path,migration_action,status
host_registration_async_write_multiple_properties,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::async_write_multiple_properties,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001|HOST-ASYNC-001,absent,add,frozen
host_registration_step_write_multiple_properties,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::step_write_multiple_properties,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001|CONSTRAINED-WORK-001,absent,add,frozen
host_registration_observe_all_properties,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::observe_all_properties,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
host_registration_async_observe_all_properties,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::async_observe_all_properties,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001|HOST-ASYNC-001,absent,add,frozen
host_registration_step_observe_all_properties,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::step_observe_all_properties,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001|CONSTRAINED-WORK-001,absent,add,frozen
host_registration_unobserve_all_properties,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::unobserve_all_properties,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
host_registration_async_unobserve_all_properties,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::async_unobserve_all_properties,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001|HOST-ASYNC-001,absent,add,frozen
host_registration_step_unobserve_all_properties,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::step_unobserve_all_properties,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001|CONSTRAINED-WORK-001,absent,add,frozen
host_registration_query_all_actions,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::query_all_actions,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
host_registration_async_query_all_actions,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::async_query_all_actions,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001|HOST-ASYNC-001,absent,add,frozen
host_registration_step_query_all_actions,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::step_query_all_actions,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001|CONSTRAINED-WORK-001,absent,add,frozen
host_registration_subscribe_all_events,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::subscribe_all_events,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
host_registration_async_subscribe_all_events,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::async_subscribe_all_events,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001|HOST-ASYNC-001,absent,add,frozen
host_registration_step_subscribe_all_events,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::step_subscribe_all_events,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001|CONSTRAINED-WORK-001,absent,add,frozen
host_registration_unsubscribe_all_events,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::unsubscribe_all_events,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001,absent,add,frozen
host_registration_async_unsubscribe_all_events,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::async_unsubscribe_all_events,std-async,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-STORAGE-001|HOST-ASYNC-001,absent,add,frozen
host_registration_step_unsubscribe_all_events,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistration::step_unsubscribe_all_events,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HANDLER-STORAGE-001|CONSTRAINED-WORK-001,absent,add,frozen
install_host_handler,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistrationIngress::install_host_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
clear_host_handler,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistrationIngress::clear_host_handler,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
clear_all_host_handlers,function,clinkz-wot-core,handler,public,clinkz_wot_core::handler::HostHandlerRegistrationIngress::clear_all_host_handlers,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
ExposedThing,type,clinkz-wot-core,thing,public,clinkz_wot_core::ExposedThing,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-STORAGE-001,core/src/thing.rs,replace,frozen
StaticHandlerRegistration,registration,clinkz-wot-core,handler,public,clinkz_wot_core::StaticHandlerRegistration,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-VALUE-001,absent,add,frozen
ReadPropertyHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::ReadPropertyHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,absent,add,frozen
WritePropertyHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::WritePropertyHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,absent,add,frozen
ObservePropertyHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::ObservePropertyHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-SUB-001,absent,add,frozen
UnobservePropertyHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::UnobservePropertyHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-SUB-001,absent,add,frozen
InvokeActionHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::InvokeActionHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,absent,add,frozen
QueryActionHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::QueryActionHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,absent,add,frozen
CancelActionHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::CancelActionHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,absent,add,frozen
SubscribeEventHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::SubscribeEventHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-SUB-001,absent,add,frozen
UnsubscribeEventHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::UnsubscribeEventHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-SUB-001,absent,add,frozen
ReadAllPropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::ReadAllPropertiesHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,absent,add,frozen
WriteAllPropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::WriteAllPropertiesHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,absent,add,frozen
ReadMultiplePropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::ReadMultiplePropertiesHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,absent,add,frozen
WriteMultiplePropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::WriteMultiplePropertiesHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,absent,add,frozen
ObserveAllPropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::ObserveAllPropertiesHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-SUB-001,absent,add,frozen
UnobserveAllPropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::UnobserveAllPropertiesHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-SUB-001,absent,add,frozen
QueryAllActionsHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::QueryAllActionsHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,absent,add,frozen
SubscribeAllEventsHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::SubscribeAllEventsHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-SUB-001,absent,add,frozen
UnsubscribeAllEventsHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::UnsubscribeAllEventsHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-SUB-001,absent,add,frozen
AsyncReadPropertyHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncReadPropertyHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001,absent,add,frozen
AsyncWritePropertyHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncWritePropertyHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001,absent,add,frozen
AsyncObservePropertyHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncObservePropertyHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-SUB-001,absent,add,frozen
AsyncUnobservePropertyHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncUnobservePropertyHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-SUB-001,absent,add,frozen
AsyncInvokeActionHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncInvokeActionHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001,absent,add,frozen
AsyncQueryActionHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncQueryActionHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001,absent,add,frozen
AsyncCancelActionHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncCancelActionHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001,absent,add,frozen
AsyncSubscribeEventHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncSubscribeEventHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-SUB-001,absent,add,frozen
AsyncUnsubscribeEventHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncUnsubscribeEventHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-SUB-001,absent,add,frozen
AsyncReadAllPropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncReadAllPropertiesHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001,absent,add,frozen
AsyncWriteAllPropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncWriteAllPropertiesHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001,absent,add,frozen
AsyncReadMultiplePropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncReadMultiplePropertiesHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001,absent,add,frozen
AsyncWriteMultiplePropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncWriteMultiplePropertiesHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001,absent,add,frozen
AsyncObserveAllPropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncObserveAllPropertiesHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-SUB-001,absent,add,frozen
AsyncUnobserveAllPropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncUnobserveAllPropertiesHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-SUB-001,absent,add,frozen
AsyncQueryAllActionsHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncQueryAllActionsHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001,absent,add,frozen
AsyncSubscribeAllEventsHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncSubscribeAllEventsHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-SUB-001,absent,add,frozen
AsyncUnsubscribeAllEventsHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncUnsubscribeAllEventsHandler,async-no-std|std-async,host-async,all,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-SUB-001,absent,add,frozen
StepReadPropertyHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepReadPropertyHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001,absent,add,frozen
StepWritePropertyHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepWritePropertyHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001,absent,add,frozen
StepObservePropertyHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepObservePropertyHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001|HANDLER-SUB-001,absent,add,frozen
StepUnobservePropertyHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepUnobservePropertyHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001|HANDLER-SUB-001,absent,add,frozen
StepInvokeActionHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepInvokeActionHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001,absent,add,frozen
StepQueryActionHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepQueryActionHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001,absent,add,frozen
StepCancelActionHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepCancelActionHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001,absent,add,frozen
StepSubscribeEventHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepSubscribeEventHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001|HANDLER-SUB-001,absent,add,frozen
StepUnsubscribeEventHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepUnsubscribeEventHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001|HANDLER-SUB-001,absent,add,frozen
StepReadAllPropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepReadAllPropertiesHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001,absent,add,frozen
StepWriteAllPropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepWriteAllPropertiesHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001,absent,add,frozen
StepReadMultiplePropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepReadMultiplePropertiesHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001,absent,add,frozen
StepWriteMultiplePropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepWriteMultiplePropertiesHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001,absent,add,frozen
StepObserveAllPropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepObserveAllPropertiesHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001|HANDLER-SUB-001,absent,add,frozen
StepUnobserveAllPropertiesHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepUnobserveAllPropertiesHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001|HANDLER-SUB-001,absent,add,frozen
StepQueryAllActionsHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepQueryAllActionsHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001,absent,add,frozen
StepSubscribeAllEventsHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepSubscribeAllEventsHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001|HANDLER-SUB-001,absent,add,frozen
StepUnsubscribeAllEventsHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::StepUnsubscribeAllEventsHandler,no-default|async-no-std|std,manual-poll,application-static,producer,HANDLER-API-001|HANDLER-CANCEL-002|CONSTRAINED-WORK-001|HANDLER-SUB-001,absent,add,frozen
SelectedHandlerEntry,state_record,clinkz-wot-core,handler,crate,-,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-STORAGE-001|CONCUR-LIN-001,absent,add,frozen
HandlerCallOwner,state_record,clinkz-wot-core,handler,crate,-,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-CANCEL-001|HANDLER-CANCEL-002,absent,add,frozen
HandlerResultSink,state_record,clinkz-wot-core,handler,crate,-,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-SUB-001|STATE-INFLIGHT-001,absent,add,frozen
CallbackLease,state_record,clinkz-wot-core,handler,crate,-,no-default|async-no-std|std,all,all,producer,CONCUR-USER-001|HANDLER-CANCEL-001|HANDLER-CANCEL-002,absent,add,frozen
ProducerSubscriptionOwner,state_record,clinkz-wot-core,handler,crate,-,no-default|async-no-std|std,all,all,producer,HANDLER-SUB-001|HANDLER-CANCEL-001|HANDLER-CANCEL-002,absent,add,frozen
HandlerCleanupOwner,state_record,clinkz-wot-core,handler,crate,-,no-default|async-no-std|std,all,all,producer,HANDLER-SUB-001|CLEANUP-RECORD-001,absent,add,frozen
HostStepAdapter,state_record,clinkz-wot-core,handler,crate,-,std,host-async,gateway-default-v1,producer,HANDLER-API-001|HANDLER-CANCEL-002|HOST-ASYNC-001,absent,add,frozen
PropertyReadHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::PropertyReadHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
PropertyWriteHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::PropertyWriteHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
PropertyObserveHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::PropertyObserveHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
PropertyUnobserveHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::PropertyUnobserveHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
ActionHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::ActionHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
ActionQueryHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::ActionQueryHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
ActionCancelHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::ActionCancelHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
EventSubscribeHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::EventSubscribeHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
EventUnsubscribeHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::EventUnsubscribeHandler,no-default|async-no-std|std,all,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
AsyncPropertyReadHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncPropertyReadHandler,async-no-std|std,host-async,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
AsyncPropertyWriteHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncPropertyWriteHandler,async-no-std|std,host-async,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
AsyncPropertyObserveHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncPropertyObserveHandler,async-no-std|std,host-async,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
AsyncPropertyUnobserveHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncPropertyUnobserveHandler,async-no-std|std,host-async,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
AsyncActionHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncActionHandler,async-no-std|std,host-async,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
AsyncActionQueryHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncActionQueryHandler,async-no-std|std,host-async,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
AsyncActionCancelHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncActionCancelHandler,async-no-std|std,host-async,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
AsyncEventSubscribeHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncEventSubscribeHandler,async-no-std|std,host-async,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
AsyncEventUnsubscribeHandler,trait,clinkz-wot-core,handler,public,clinkz_wot_core::AsyncEventUnsubscribeHandler,async-no-std|std,host-async,all,producer,HANDLER-API-001,core/src/thing.rs,remove,removed
PushFn,type,clinkz-wot-core,handler,public,clinkz_wot_core::PushFn,no-default|async-no-std|std,all,all,producer,HANDLER-SUB-001|PRODUCER-EMIT-001,core/src/thing.rs,remove,removed
EventBroker,type,clinkz-wot-core,emission,public,clinkz_wot_core::EventBroker,no-default|async-no-std|std,all,all,producer,PRODUCER-EMIT-001,core/src/event.rs,remove,removed
EventName,type,clinkz-wot-core,emission,public,clinkz_wot_core::EventName,no-default|async-no-std|std,all,all,producer|consumer,PRODUCER-EMIT-001|BIND-PROGRESS-001,core/src/event.rs,remove,removed
EventStream,type,clinkz-wot-core,subscription,public,clinkz_wot_core::EventStream,async-no-std|std,host-async,all,consumer,BIND-PROGRESS-001|STATE-SUB-001,core/src/event.rs,remove,removed
PublisherSink,trait,clinkz-wot-core,emission,public,clinkz_wot_core::PublisherSink,no-default|async-no-std|std,all,all,producer,PRODUCER-EMIT-001,core/src/event.rs,remove,removed
SubscriptionSender,type,clinkz-wot-core,subscription,public,clinkz_wot_core::SubscriptionSender,no-default|async-no-std|std,all,all,producer|consumer,HANDLER-SUB-001|STATE-SUB-001,core/src/event.rs,remove,removed
ReadSlot,type,clinkz-wot-core,handler,public,clinkz_wot_core::ReadSlot,no-default|async-no-std|std,all,all,producer,HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
WriteSlot,type,clinkz-wot-core,handler,public,clinkz_wot_core::WriteSlot,no-default|async-no-std|std,all,all,producer,HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
ObserveSlot,type,clinkz-wot-core,handler,public,clinkz_wot_core::ObserveSlot,no-default|async-no-std|std,all,all,producer,HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
UnobserveSlot,type,clinkz-wot-core,handler,public,clinkz_wot_core::UnobserveSlot,no-default|async-no-std|std,all,all,producer,HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
InvokeSlot,type,clinkz-wot-core,handler,public,clinkz_wot_core::InvokeSlot,no-default|async-no-std|std,all,all,producer,HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
QuerySlot,type,clinkz-wot-core,handler,public,clinkz_wot_core::QuerySlot,no-default|async-no-std|std,all,all,producer,HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
CancelSlot,type,clinkz-wot-core,handler,public,clinkz_wot_core::CancelSlot,no-default|async-no-std|std,all,all,producer,HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
SubscribeSlot,type,clinkz-wot-core,handler,public,clinkz_wot_core::SubscribeSlot,no-default|async-no-std|std,all,all,producer,HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
UnsubscribeSlot,type,clinkz-wot-core,handler,public,clinkz_wot_core::UnsubscribeSlot,no-default|async-no-std|std,all,all,producer,HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
property_handler_read,function,clinkz-wot-core,handler,public,clinkz_wot_core::ExposedThing::property_handler_read,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
property_handler_write,function,clinkz-wot-core,handler,public,clinkz_wot_core::ExposedThing::property_handler_write,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
property_handler_observe,function,clinkz-wot-core,handler,public,clinkz_wot_core::ExposedThing::property_handler_observe,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
property_handler_unobserve,function,clinkz-wot-core,handler,public,clinkz_wot_core::ExposedThing::property_handler_unobserve,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
action_handler_invoke,function,clinkz-wot-core,handler,public,clinkz_wot_core::ExposedThing::action_handler_invoke,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
action_handler_query,function,clinkz-wot-core,handler,public,clinkz_wot_core::ExposedThing::action_handler_query,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
action_handler_cancel,function,clinkz-wot-core,handler,public,clinkz_wot_core::ExposedThing::action_handler_cancel,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
event_handler_subscribe,function,clinkz-wot-core,handler,public,clinkz_wot_core::ExposedThing::event_handler_subscribe,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
